image,dst_idx,dst_type,dst_lev,dmos
I01.png,16,brighten,2,4.47
I01.png,16,brighten,3,3.94
I01.png,16,brighten,4,3.17
I01.png,16,brighten,5,2.18
I01.png,17,darken,1,4.5
I01.png,17,darken,2,4.57
I01.png,17,darken,3,4.33
I01.png,17,darken,4,3.4
I01.png,17,darken,5,2.13
I01.png,18,mean_shift,1,4.5
I01.png,18,mean_shift,2,4.57
I01.png,18,mean_shift,3,4.57
I01.png,18,mean_shift,4,4.37
I01.png,18,mean_shift,5,3.97
I01.png,19,jitter,1,4.53
I01.png,19,jitter,2,3.93
I01.png,19,jitter,3,2.77
I01.png,19,jitter,4,1.53
I01.png,19,jitter,5,1.37
I01.png,20,non_eccentricity_patch,1,4.53
I01.png,20,non_eccentricity_patch,2,3.9
I01.png,20,non_eccentricity_patch,3,4.0
I01.png,20,non_eccentricity_patch,4,3.33
I01.png,20,non_eccentricity_patch,5,3.23
I01.png,21,pixelate,1,3.37
I01.png,21,pixelate,2,2.57
I01.png,21,pixelate,3,2.03
I01.png,21,pixelate,4,2.13
I01.png,21,pixelate,5,1.43
I01.png,22,quantization,1,4.63
I01.png,22,quantization,2,4.0
I01.png,22,quantization,3,4.0
I01.png,22,quantization,4,3.2
I01.png,22,quantization,5,2.2
I01.png,23,color_block,1,2.73
I01.png,23,color_block,2,2.17
I01.png,23,color_block,3,2.2
I01.png,23,color_block,4,2.37
I01.png,23,color_block,5,1.57
I01.png,24,high_sharpen,1,3.57
I01.png,24,high_sharpen,2,2.5
I01.png,24,high_sharpen,3,1.87
I01.png,24,high_sharpen,4,1.6
I01.png,24,high_sharpen,5,1.4
I01.png,25,contrast_change,1,3.43
I01.png,25,contrast_change,2,3.87
I01.png,25,contrast_change,3,4.26
I01.png,25,contrast_change,4,4.17
I01.png,25,contrast_change,5,3.27
I02.png,1,gblur,1,4.5
I02.png,1,gblur,2,4.17
I02.png,1,gblur,3,2.07
I02.png,1,gblur,4,1.57
I02.png,1,gblur,5,1.27
I02.png,2,lbur,1,3.2
I02.png,2,lbur,2,2.27
I02.png,2,lbur,3,1.57
I02.png,2,lbur,4,1.17
I02.png,2,lbur,5,1.0
I02.png,3,mblur,1,4.6
I02.png,3,mblur,2,3.77
I02.png,3,mblur,3,2.33
I02.png,3,mblur,4,1.8
I02.png,3,mblur,5,1.2
I02.png,4,color_diffusion,1,4.3
I02.png,4,color_diffusion,2,2.67
I02.png,4,color_diffusion,3,1.87
I02.png,4,color_diffusion,4,1.77
I02.png,4,color_diffusion,5,1.53
I02.png,5,color_shift,1,3.77
I02.png,5,color_shift,2,1.8
I02.png,5,color_shift,3,1.33
I02.png,5,color_shift,4,1.37
I02.png,5,color_shift,5,1.47
I02.png,6,color_quantization,1,4.2
I02.png,6,color_quantization,2,4.07
I02.png,6,color_quantization,3,3.97
I02.png,6,color_quantization,4,3.7
I02.png,6,color_quantization,5,2.63
I02.png,7,color_saturation1,1,2.47
I02.png,7,color_saturation1,2,2.37
I02.png,7,color_saturation1,3,2.06
I02.png,7,color_saturation1,4,1.97
I02.png,7,color_saturation1,5,1.53
I02.png,8,color_saturation2,1,4.4
I02.png,8,color_saturation2,2,3.4
I02.png,8,color_saturation2,3,3.06
I02.png,8,color_saturation2,4,1.97
I02.png,8,color_saturation2,5,1.37
I02.png,9,jpeg2000,1,4.57
I02.png,9,jpeg2000,2,3.73
I02.png,9,jpeg2000,3,3.07
I02.png,9,jpeg2000,4,1.53
I02.png,9,jpeg2000,5,1.27
I02.png,10,jpeg,1,4.6
I02.png,10,jpeg,2,4.33
I02.png,10,jpeg,3,4.13
I02.png,10,jpeg,4,2.6
I02.png,10,jpeg,5,1.6
I02.png,11,white_noise,1,4.27
I02.png,11,white_noise,2,3.7
I02.png,11,white_noise,3,3.4
I02.png,11,white_noise,4,2.73
I02.png,11,white_noise,5,2.3
I02.png,12,white_noise_color,1,4.63
I02.png,12,white_noise_color,2,4.06
I02.png,12,white_noise_color,3,3.67
I02.png,12,white_noise_color,4,2.6
I02.png,12,white_noise_color,5,2.37
I02.png,13,impulse_noise,1,4.2
I02.png,13,impulse_noise,2,3.33
I02.png,13,impulse_noise,3,2.73
I02.png,13,impulse_noise,4,2.53
I02.png,13,impulse_noise,5,1.97
I02.png,14,multiplicative_noise,1,4.33
I02.png,14,multiplicative_noise,2,3.37
I02.png,14,multiplicative_noise,3,2.7
I02.png,14,multiplicative_noise,4,2.33
I02.png,14,multiplicative_noise,5,2.0
I02.png,15,denoise,1,3.57
I02.png,15,denoise,2,2.77
I02.png,15,denoise,3,2.03
I02.png,15,denoise,4,1.5
I02.png,15,denoise,5,1.5
I02.png,16,brighten,1,4.4
I02.png,16,brighten,2,4.4
I02.png,16,brighten,3,3.77
I02.png,16,brighten,4,2.9
I02.png,16,brighten,5,1.83
I02.png,17,darken,1,4.5
I02.png,17,darken,2,4.63
I02.png,17,darken,3,4.33
I02.png,17,darken,4,3.63
I02.png,17,darken,5,1.9
I02.png,18,mean_shift,1,4.13
I02.png,18,mean_shift,2,4.63
I02.png,18,mean_shift,3,4.73
I02.png,18,mean_shift,4,4.33
I02.png,18,mean_shift,5,4.03
I02.png,19,jitter,1,4.17
I02.png,19,jitter,2,4.0
I02.png,19,jitter,3,3.23
I02.png,19,jitter,4,1.57
I02.png,19,jitter,5,1.3
I02.png,20,non_eccentricity_patch,1,4.5
I02.png,20,non_eccentricity_patch,2,4.47
I02.png,20,non_eccentricity_patch,3,4.4
I02.png,20,non_eccentricity_patch,4,3.83
I02.png,20,non_eccentricity_patch,5,4.4
I02.png,21,pixelate,1,4.2
I02.png,21,pixelate,2,3.23
I02.png,21,pixelate,3,3.13
I02.png,21,pixelate,4,2.67
I02.png,21,pixelate,5,1.37
I02.png,22,quantization,1,4.73
I02.png,22,quantization,2,4.26
I02.png,22,quantization,3,4.4
I02.png,22,quantization,4,3.93
I02.png,22,quantization,5,3.2
I02.png,23,color_block,1,2.1
I02.png,23,color_block,2,2.7
I02.png,23,color_block,3,2.27
I02.png,23,color_block,4,2.2
I02.png,23,color_block,5,2.07
I02.png,24,high_sharpen,1,3.07
I02.png,24,high_sharpen,2,1.93
I02.png,24,high_sharpen,3,1.47
I02.png,24,high_sharpen,4,1.23
I02.png,24,high_sharpen,5,1.2
I02.png,25,contrast_change,1,3.37
I02.png,25,contrast_change,2,3.7
I02.png,25,contrast_change,3,4.27
I02.png,25,contrast_change,4,4.1
I02.png,25,contrast_change,5,3.33
I03.png,1,gblur,1,4.7
I03.png,1,gblur,2,4.63
I03.png,1,gblur,3,3.0
I03.png,1,gblur,4,1.83
I03.png,1,gblur,5,1.17
I03.png,2,lbur,1,4.03
I03.png,2,lbur,2,2.7
I03.png,2,lbur,3,1.7
I03.png,2,lbur,4,1.47
I03.png,2,lbur,5,1.23
I03.png,3,mblur,1,4.6
I03.png,3,mblur,2,4.37
I03.png,3,mblur,3,2.93
I03.png,3,mblur,4,2.23
I03.png,3,mblur,5,1.63
I03.png,4,color_diffusion,1,4.6
I03.png,4,color_diffusion,2,2.9
I03.png,4,color_diffusion,3,1.53
I03.png,4,color_diffusion,4,1.2
I03.png,4,color_diffusion,5,1.1
I03.png,5,color_shift,1,4.78
I03.png,5,color_shift,2,2.65
I03.png,5,color_shift,3,2.0
I03.png,5,color_shift,4,1.87
I03.png,5,color_shift,5,2.23
I03.png,6,color_quantization,1,4.0
I03.png,6,color_quantization,2,3.8
I03.png,6,color_quantization,3,3.33
I03.png,6,color_quantization,4,2.83
I03.png,6,color_quantization,5,1.77
I03.png,7,color_saturation1,1,2.37
I03.png,7,color_saturation1,2,1.67
I03.png,7,color_saturation1,3,1.43
I03.png,7,color_saturation1,4,1.53
I03.png,7,color_saturation1,5,1.47
I03.png,8,color_saturation2,1,4.53
I03.png,8,color_saturation2,2,3.13
I03.png,8,color_saturation2,3,2.47
I03.png,8,color_saturation2,4,1.37
I03.png,8,color_saturation2,5,1.23
I03.png,9,jpeg2000,1,4.4
I03.png,9,jpeg2000,2,3.6
I03.png,9,jpeg2000,3,3.1
I03.png,9,jpeg2000,4,1.77
I03.png,9,jpeg2000,5,1.1
I03.png,10,jpeg,1,4.47
I03.png,10,jpeg,2,4.17
I03.png,10,jpeg,3,3.7
I03.png,10,jpeg,4,2.23
I03.png,10,jpeg,5,1.53
I03.png,11,white_noise,1,3.97
I03.png,11,white_noise,2,3.6
I03.png,11,white_noise,3,3.27
I03.png,11,white_noise,4,2.93
I03.png,11,white_noise,5,2.5
I03.png,12,white_noise_color,1,4.57
I03.png,12,white_noise_color,2,3.87
I03.png,12,white_noise_color,3,3.17
I03.png,12,white_noise_color,4,2.9
I03.png,12,white_noise_color,5,2.6
I03.png,13,impulse_noise,1,4.4
I03.png,13,impulse_noise,2,3.57
I03.png,13,impulse_noise,3,2.83
I03.png,13,impulse_noise,4,2.3
I03.png,13,impulse_noise,5,2.4
I03.png,14,multiplicative_noise,1,4.4
I03.png,14,multiplicative_noise,2,3.5
I03.png,14,multiplicative_noise,3,3.03
I03.png,14,multiplicative_noise,4,2.53
I03.png,14,multiplicative_noise,5,2.17
I03.png,15,denoise,1,4.13
I03.png,15,denoise,2,3.3
I03.png,15,denoise,3,2.53
I03.png,15,denoise,4,1.9
I03.png,15,denoise,5,1.43
I03.png,16,brighten,1,4.37
I03.png,16,brighten,2,4.27
I03.png,16,brighten,3,2.87
I03.png,16,brighten,4,2.3
I03.png,16,brighten,5,1.4
I03.png,17,darken,1,4.5
I03.png,17,darken,2,4.63
I03.png,17,darken,3,4.4
I03.png,17,darken,4,3.67
I03.png,17,darken,5,2.77
I03.png,18,mean_shift,1,4.23
I03.png,18,mean_shift,2,4.73
I03.png,18,mean_shift,3,4.5
I03.png,18,mean_shift,4,4.47
I03.png,18,mean_shift,5,4.2
I03.png,19,jitter,1,4.17
I03.png,19,jitter,2,3.33
I03.png,19,jitter,3,3.17
I03.png,19,jitter,4,1.77
I03.png,19,jitter,5,1.37
I03.png,20,non_eccentricity_patch,1,4.37
I03.png,20,non_eccentricity_patch,2,4.67
I03.png,20,non_eccentricity_patch,3,4.23
I03.png,20,non_eccentricity_patch,4,4.17
I03.png,20,non_eccentricity_patch,5,3.63
I03.png,21,pixelate,1,3.97
I03.png,21,pixelate,2,2.8
I03.png,21,pixelate,3,2.73
I03.png,21,pixelate,4,2.87
I03.png,21,pixelate,5,1.39
I03.png,22,quantization,1,4.4
I03.png,22,quantization,2,4.6
I03.png,22,quantization,3,4.23
I03.png,22,quantization,4,4.07
I03.png,22,quantization,5,4.0
I03.png,23,color_block,1,3.2
I03.png,23,color_block,2,2.3
I03.png,23,color_block,3,2.47
I03.png,23,color_block,4,2.1
I03.png,23,color_block,5,2.2
I03.png,24,high_sharpen,1,3.67
I03.png,24,high_sharpen,2,2.47
I03.png,24,high_sharpen,3,1.9
I03.png,24,high_sharpen,4,1.4
I03.png,24,high_sharpen,5,1.13
I03.png,25,contrast_change,1,3.67
I03.png,25,contrast_change,2,3.84
I03.png,25,contrast_change,3,4.63
I03.png,25,contrast_change,4,4.4
I03.png,25,contrast_change,5,3.67
I04.png,1,gblur,1,4.77
I04.png,1,gblur,2,4.3
I04.png,1,gblur,3,2.5
I04.png,1,gblur,4,1.57
I04.png,1,gblur,5,1.2
I04.png,2,lbur,1,3.57
I04.png,2,lbur,2,2.43
I04.png,2,lbur,3,1.5
I04.png,2,lbur,4,1.43
I04.png,2,lbur,5,1.2
I04.png,3,mblur,1,4.7
I04.png,3,mblur,2,4.17
I04.png,3,mblur,3,2.63
I04.png,3,mblur,4,1.93
I04.png,3,mblur,5,1.6
I04.png,4,color_diffusion,1,4.33
I04.png,4,color_diffusion,2,3.07
I04.png,4,color_diffusion,3,2.37
I04.png,4,color_diffusion,4,1.97
I04.png,4,color_diffusion,5,1.67
I04.png,5,color_shift,1,3.7
I04.png,5,color_shift,2,1.83
I04.png,5,color_shift,3,1.93
I04.png,5,color_shift,4,1.43
I04.png,5,color_shift,5,1.47
I04.png,6,color_quantization,1,4.37
I04.png,6,color_quantization,2,4.43
I04.png,6,color_quantization,3,3.83
I04.png,6,color_quantization,4,3.47
I04.png,6,color_quantization,5,2.73
I04.png,7,color_saturation1,1,2.7
I04.png,7,color_saturation1,2,2.63
I04.png,7,color_saturation1,3,2.7
I04.png,7,color_saturation1,4,2.57
I04.png,7,color_saturation1,5,2.16
I04.png,8,color_saturation2,1,4.7
I04.png,8,color_saturation2,2,3.43
I04.png,8,color_saturation2,3,3.13
I04.png,8,color_saturation2,4,2.33
I04.png,8,color_saturation2,5,1.83
I04.png,9,jpeg2000,1,4.6
I04.png,9,jpeg2000,2,4.4
I04.png,9,jpeg2000,3,4.07
I04.png,9,jpeg2000,4,1.73
I04.png,9,jpeg2000,5,1.23
I04.png,10,jpeg,1,4.27
I04.png,10,jpeg,2,4.1
I04.png,10,jpeg,3,3.87
I04.png,10,jpeg,4,1.87
I04.png,10,jpeg,5,1.23
I04.png,11,white_noise,1,3.63
I04.png,11,white_noise,2,3.57
I04.png,11,white_noise,3,3.03
I04.png,11,white_noise,4,2.4
I04.png,11,white_noise,5,2.3
I04.png,12,white_noise_color,1,4.33
I04.png,12,white_noise_color,2,3.27
I04.png,12,white_noise_color,3,3.2
I04.png,12,white_noise_color,4,2.5
I04.png,12,white_noise_color,5,2.2
I04.png,13,impulse_noise,1,3.43
I04.png,13,impulse_noise,2,2.83
I04.png,13,impulse_noise,3,2.73
I04.png,13,impulse_noise,4,2.2
I04.png,13,impulse_noise,5,1.87
I04.png,14,multiplicative_noise,1,4.53
I04.png,14,multiplicative_noise,2,3.23
I04.png,14,multiplicative_noise,3,2.83
I04.png,14,multiplicative_noise,4,2.4
I04.png,14,multiplicative_noise,5,2.1
I04.png,15,denoise,1,3.8
I04.png,15,denoise,2,2.7
I04.png,15,denoise,3,2.23
I04.png,15,denoise,4,1.67
I04.png,15,denoise,5,1.27
I04.png,16,brighten,1,4.57
I04.png,16,brighten,2,4.47
I04.png,16,brighten,3,3.83
I04.png,16,brighten,4,2.73
I04.png,16,brighten,5,2.03
I04.png,17,darken,1,4.53
I04.png,17,darken,2,4.6
I04.png,17,darken,3,3.97
I04.png,17,darken,4,3.4
I04.png,17,darken,5,1.97
I04.png,18,mean_shift,1,4.27
I04.png,18,mean_shift,2,4.63
I04.png,18,mean_shift,3,4.87
I04.png,18,mean_shift,4,4.57
I04.png,18,mean_shift,5,3.63
I04.png,19,jitter,1,4.33
I04.png,19,jitter,2,3.9
I04.png,19,jitter,3,3.03
I04.png,19,jitter,4,1.6
I04.png,19,jitter,5,1.33
I04.png,20,non_eccentricity_patch,1,4.6
I04.png,20,non_eccentricity_patch,2,4.1
I04.png,20,non_eccentricity_patch,3,4.1
I04.png,20,non_eccentricity_patch,4,3.6
I04.png,20,non_eccentricity_patch,5,4.1
I04.png,21,pixelate,1,4.4
I04.png,21,pixelate,2,3.17
I04.png,21,pixelate,3,3.03
I04.png,21,pixelate,4,2.93
I04.png,21,pixelate,5,1.27
I04.png,22,quantization,1,4.17
I04.png,22,quantization,2,3.68
I04.png,22,quantization,3,3.6
I04.png,22,quantization,4,3.37
I04.png,22,quantization,5,2.9
I04.png,23,color_block,1,2.27
I04.png,23,color_block,2,2.37
I04.png,23,color_block,3,1.87
I04.png,23,color_block,4,2.23
I04.png,23,color_block,5,2.2
I04.png,24,high_sharpen,1,3.77
I04.png,24,high_sharpen,2,2.6
I04.png,24,high_sharpen,3,2.0
I04.png,24,high_sharpen,4,1.67
I04.png,24,high_sharpen,5,1.5
I04.png,25,contrast_change,1,3.61
I04.png,25,contrast_change,2,3.73
I04.png,25,contrast_change,3,3.9
I04.png,25,contrast_change,4,4.23
I04.png,25,contrast_change,5,3.43
I05.png,1,gblur,1,4.6
I05.png,1,gblur,2,4.47
I05.png,1,gblur,3,2.83
I05.png,1,gblur,4,1.7
I05.png,1,gblur,5,1.17
I05.png,2,lbur,1,3.67
I05.png,2,lbur,2,2.63
I05.png,2,lbur,3,1.57
I05.png,2,lbur,4,1.33
I05.png,2,lbur,5,1.37
I05.png,3,mblur,1,4.47
I05.png,3,mblur,2,3.9
I05.png,3,mblur,3,2.68
I05.png,3,mblur,4,1.87
I05.png,3,mblur,5,1.53
I05.png,4,color_diffusion,1,4.57
I05.png,4,color_diffusion,2,3.0
I05.png,4,color_diffusion,3,1.77
I05.png,4,color_diffusion,4,1.57
I05.png,4,color_diffusion,5,1.53
I05.png,5,color_shift,1,4.23
I05.png,5,color_shift,2,2.27
I05.png,5,color_shift,3,1.83
I05.png,5,color_shift,4,1.67
I05.png,5,color_shift,5,1.63
I05.png,6,color_quantization,1,4.33
I05.png,6,color_quantization,2,4.37
I05.png,6,color_quantization,3,4.27
I05.png,6,color_quantization,4,3.63
I05.png,6,color_quantization,5,2.9
I05.png,7,color_saturation1,1,2.57
I05.png,7,color_saturation1,2,2.33
I05.png,7,color_saturation1,3,2.1
I05.png,7,color_saturation1,4,2.23
I05.png,7,color_saturation1,5,2.23
I05.png,8,color_saturation2,1,4.73
I05.png,8,color_saturation2,2,3.37
I05.png,8,color_saturation2,3,2.77
I05.png,8,color_saturation2,4,1.63
I05.png,8,color_saturation2,5,1.7
I05.png,9,jpeg2000,1,4.3
I05.png,9,jpeg2000,2,2.6
I05.png,9,jpeg2000,3,2.37
I05.png,9,jpeg2000,4,1.57
I05.png,9,jpeg2000,5,1.23
I05.png,10,jpeg,1,4.43
I05.png,10,jpeg,2,4.4
I05.png,10,jpeg,3,4.3
I05.png,10,jpeg,4,2.47
I05.png,10,jpeg,5,1.27
I05.png,11,white_noise,1,4.4
I05.png,11,white_noise,2,4.23
I05.png,11,white_noise,3,3.83
I05.png,11,white_noise,4,3.33
I05.png,11,white_noise,5,2.53
I05.png,12,white_noise_color,1,4.53
I05.png,12,white_noise_color,2,4.43
I05.png,12,white_noise_color,3,4.06
I05.png,12,white_noise_color,4,3.03
I05.png,12,white_noise_color,5,2.8
I05.png,13,impulse_noise,1,3.47
I05.png,13,impulse_noise,2,2.63
I05.png,13,impulse_noise,3,2.3
I05.png,13,impulse_noise,4,2.07
I05.png,13,impulse_noise,5,2.07
I05.png,14,multiplicative_noise,1,4.37
I05.png,14,multiplicative_noise,2,4.37
I05.png,14,multiplicative_noise,3,4.47
I05.png,14,multiplicative_noise,4,4.2
I05.png,14,multiplicative_noise,5,3.61
I05.png,15,denoise,1,3.5
I05.png,15,denoise,2,2.7
I05.png,15,denoise,3,2.17
I05.png,15,denoise,4,1.87
I05.png,15,denoise,5,1.47
I05.png,16,brighten,1,4.43
I05.png,16,brighten,2,4.37
I05.png,16,brighten,3,3.67
I05.png,16,brighten,4,3.1
I05.png,16,brighten,5,2.27
I05.png,17,darken,1,4.5
I05.png,17,darken,2,4.47
I05.png,17,darken,3,3.53
I05.png,17,darken,4,2.7
I05.png,17,darken,5,1.3
I05.png,18,mean_shift,1,4.4
I05.png,18,mean_shift,2,4.47
I05.png,18,mean_shift,3,4.37
I05.png,18,mean_shift,4,4.0
I05.png,18,mean_shift,5,2.77
I05.png,19,jitter,1,4.03
I05.png,19,jitter,2,3.53
I05.png,19,jitter,3,3.13
I05.png,19,jitter,4,2.0
I05.png,19,jitter,5,1.23
I05.png,20,non_eccentricity_patch,1,4.47
I05.png,20,non_eccentricity_patch,2,4.53
I05.png,20,non_eccentricity_patch,3,4.4
I05.png,20,non_eccentricity_patch,4,4.43
I05.png,20,non_eccentricity_patch,5,3.97
I05.png,21,pixelate,1,4.17
I05.png,21,pixelate,2,3.7
I05.png,21,pixelate,3,3.4
I05.png,21,pixelate,4,3.27
I05.png,21,pixelate,5,1.4
I05.png,22,quantization,1,4.3
I05.png,22,quantization,2,4.53
I05.png,22,quantization,3,4.07
I05.png,22,quantization,4,4.03
I05.png,22,quantization,5,4.17
I05.png,23,color_block,1,2.33
I05.png,23,color_block,2,2.1
I05.png,23,color_block,3,1.87
I05.png,23,color_block,4,1.8
I05.png,23,color_block,5,1.8
I05.png,24,high_sharpen,1,3.07
I05.png,24,high_sharpen,2,1.9
I05.png,24,high_sharpen,3,1.77
I05.png,24,high_sharpen,4,1.23
I05.png,24,high_sharpen,5,1.2
I05.png,25,contrast_change,1,2.9
I05.png,25,contrast_change,2,3.5
I05.png,25,contrast_change,3,4.0
I05.png,25,contrast_change,4,4.23
I05.png,25,contrast_change,5,3.6
I06.png,1,gblur,1,4.7
I06.png,1,gblur,2,4.33
I06.png,1,gblur,3,3.43
I06.png,1,gblur,4,2.13
I06.png,1,gblur,5,1.53
I06.png,2,lbur,1,4.13
I06.png,2,lbur,2,3.6
I06.png,2,lbur,3,2.13
I06.png,2,lbur,4,1.57
I06.png,2,lbur,5,1.63
I06.png,3,mblur,1,4.47
I06.png,3,mblur,2,4.27
I06.png,3,mblur,3,3.27
I06.png,3,mblur,4,2.9
I06.png,3,mblur,5,2.17
I06.png,4,color_diffusion,1,4.6
I06.png,4,color_diffusion,2,2.27
I06.png,4,color_diffusion,3,2.1
I06.png,4,color_diffusion,4,2.27
I06.png,4,color_diffusion,5,1.77
I06.png,5,color_shift,1,4.43
I06.png,5,color_shift,2,3.13
I06.png,5,color_shift,3,2.2
I06.png,5,color_shift,4,1.8
I06.png,5,color_shift,5,1.8
I06.png,6,color_quantization,1,4.4
I06.png,6,color_quantization,2,3.73
I06.png,6,color_quantization,3,3.87
I06.png,6,color_quantization,4,3.33
I06.png,6,color_quantization,5,2.4
I06.png,7,color_saturation1,1,2.67
I06.png,7,color_saturation1,2,2.77
I06.png,7,color_saturation1,3,2.23
I06.png,7,color_saturation1,4,2.23
I06.png,7,color_saturation1,5,2.07
I06.png,8,color_saturation2,1,4.6
I06.png,8,color_saturation2,2,3.23
I06.png,8,color_saturation2,3,2.87
I06.png,8,color_saturation2,4,2.17
I06.png,8,color_saturation2,5,1.77
I06.png,9,jpeg2000,1,4.43
I06.png,9,jpeg2000,2,4.37
I06.png,9,jpeg2000,3,4.5
I06.png,9,jpeg2000,4,3.63
I06.png,9,jpeg2000,5,1.9
I06.png,10,jpeg,1,4.6
I06.png,10,jpeg,2,4.47
I06.png,10,jpeg,3,4.33
I06.png,10,jpeg,4,1.6
I06.png,10,jpeg,5,1.23
I06.png,11,white_noise,1,4.07
I06.png,11,white_noise,2,3.4
I06.png,11,white_noise,3,2.93
I06.png,11,white_noise,4,2.83
I06.png,11,white_noise,5,2.13
I06.png,12,white_noise_color,1,4.55
I06.png,12,white_noise_color,2,3.7
I06.png,12,white_noise_color,3,3.2
I06.png,12,white_noise_color,4,2.87
I06.png,12,white_noise_color,5,2.33
I06.png,13,impulse_noise,1,3.37
I06.png,13,impulse_noise,2,2.5
I06.png,13,impulse_noise,3,2.3
I06.png,13,impulse_noise,4,2.2
I06.png,13,impulse_noise,5,2.13
I06.png,14,multiplicative_noise,1,4.43
I06.png,14,multiplicative_noise,2,3.63
I06.png,14,multiplicative_noise,3,3.1
I06.png,14,multiplicative_noise,4,2.7
I06.png,14,multiplicative_noise,5,2.07
I06.png,15,denoise,1,3.23
I06.png,15,denoise,2,2.97
I06.png,15,denoise,3,2.5
I06.png,15,denoise,4,1.57
I06.png,15,denoise,5,1.37
I06.png,16,brighten,1,4.03
I06.png,16,brighten,2,3.73
I06.png,16,brighten,3,3.06
I06.png,16,brighten,4,2.5
I06.png,16,brighten,5,1.4
I06.png,17,darken,1,4.53
I06.png,17,darken,2,4.47
I06.png,17,darken,3,3.97
I06.png,17,darken,4,3.43
I06.png,17,darken,5,2.77
I06.png,18,mean_shift,1,3.8
I06.png,18,mean_shift,2,4.07
I06.png,18,mean_shift,3,4.53
I06.png,18,mean_shift,4,4.03
I06.png,18,mean_shift,5,3.77
I06.png,19,jitter,1,4.4
I06.png,19,jitter,2,4.6
I06.png,19,jitter,3,3.43
I06.png,19,jitter,4,2.2
I06.png,19,jitter,5,1.5
I06.png,20,non_eccentricity_patch,1,4.33
I06.png,20,non_eccentricity_patch,2,3.1
I06.png,20,non_eccentricity_patch,3,3.97
I06.png,20,non_eccentricity_patch,4,2.33
I06.png,20,non_eccentricity_patch,5,2.77
I06.png,21,pixelate,1,4.17
I06.png,21,pixelate,2,3.63
I06.png,21,pixelate,3,3.23
I06.png,21,pixelate,4,2.9
I06.png,21,pixelate,5,1.83
I06.png,22,quantization,1,3.9
I06.png,22,quantization,2,3.77
I06.png,22,quantization,3,3.7
I06.png,22,quantization,4,3.2
I06.png,22,quantization,5,1.97
I06.png,23,color_block,1,2.33
I06.png,23,color_block,2,2.63
I06.png,23,color_block,3,2.17
I06.png,23,color_block,4,1.97
I06.png,23,color_block,5,2.26
I06.png,24,high_sharpen,1,3.57
I06.png,24,high_sharpen,2,2.9
I06.png,24,high_sharpen,3,2.27
I06.png,24,high_sharpen,4,1.83
I06.png,24,high_sharpen,5,1.23
I06.png,25,contrast_change,1,3.0
I06.png,25,contrast_change,2,3.83
